"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","OD","pH","EC","CODt","CODs","CODb","Ammonium","PHOs","PHOt","Dry_weight","Cell_number"
"20191021R","R",12,"Closing-I",0.014516411,0.089943841,0.095190316,0.010867341,0.009983776,0.004078373,0.002615749,0.00269562,0.032851616,0.008291526,0.028648446,0.00589542,0.003624111,0.001527518,0.017626357,0.007013603,0.018075627,0.026961188,0.021924373,0.005835517,0.0005541,0.043733932,0.00573568,0.028044428,0.004951953,0.002361163,0.00275053,0.000354424,0.004392862,0.018994135,0.001911893,0.06643704,0.027749906,0.005511045,0.000429302,0.000623986,0.000484213,0.023871209,0.009125172,0.023426931,0.014176962,0.008995383,0.002545863,0.003339573,0.00457257,0.002870336,0.00198178,0.001527518,0.001412704,0.006459503,0.030051167,0.00364907,0.004941969,0.010692624,0.003684013,0.004712342,0.022228878,0.001153126,0.000678897,0.013263447,0.000843629,0.029297392,0.001622364,0.01499064,0.000868589,0.000673905,0.000808686,0.000284538,0.000204667,0.001317858,0.001936853,0.000993386,0.002456009,0.002525895,0.001287907,0.000229627,0.002106577,0.000733808,0.011556221,0.004552602,0.299,7.94,1209.666667,NA,NA,NA,NA,NA,NA,NA,796823463
"20191022R","R",13,"Closing-I",0.02010153,0.078002513,0.092454072,0.008397662,0.017099515,0.00942493,0.003814852,0.002433527,0.037051443,0.01211278,0.030603594,0.010502065,0.00536074,0.002987054,0.024355215,0.005181218,0.020380787,0.029232242,0.038123591,0.017059621,0.001251671,0.032124549,0.009265354,0.026419724,0.005550236,0.002667903,0.001820158,0.000433846,0.005081483,0.017049648,0.003660264,0.038647198,0.014361798,0.004727425,0.000194483,0.000528594,0.000478727,0.012367104,0.014745776,0.020171344,0.003999362,0.007081164,0.003575489,0.004004348,0.004717452,0.003640317,0.002667903,0.004288592,0.006926575,0.008268007,0.057412283,0.003051882,0.003899627,0.006073844,0.002632996,0.007350448,0.013917978,0.001535914,0.003745038,0.011833523,0.000972413,0.022156065,0.002353739,0.019278719,0.00074801,0.000892626,0.00123671,0.000683183,0.000314164,0.001555861,0.001306525,0.001231724,0.002822492,0.003221431,0.001570822,0.00024435,0.001720424,0.000757984,0.009998404,0.003490715,0.309,8.026666667,1209.666667,1604,1246,358,33.5,54.95972684,65.96976595,NA,1250457222
"20191023R","R",14,"Closing-I",0.028819076,0.071599105,0.081458,0.011045153,0.020146438,0.009230877,0.007860201,0.003269684,0.032447628,0.015032572,0.024044141,0.013028894,0.00893182,0.0032647,0.018212539,0.00686833,0.009729304,0.034461275,0.016378326,0.009684446,0.00106165,0.039266115,0.008802229,0.025225414,0.00642473,0.004421052,0.00312514,0.000533317,0.006828456,0.032163524,0.005203583,0.023221735,0.038084842,0.009136175,0.00020934,0.000697798,0.000463538,0.017704143,0.014588972,0.013631991,0.012704916,0.007790421,0.003349433,0.002846021,0.006225359,0.006559305,0.003832907,0.002701477,0.009509996,0.008009729,0.021636736,0.00363852,0.004520737,0.006409777,0.003000533,0.008219069,0.011962259,0.001086572,0.010721175,0.012415828,0.000852311,0.03789544,0.001121462,0.015192069,0.000707767,0.000922091,0.001644811,0.000712751,0.000259182,0.002163175,0.002103364,0.001759449,0.002875926,0.002312703,0.001530172,0.000204355,0.002392452,0.000338931,0.01044704,0.004560611,0.317333333,8.113333333,1214,NA,NA,NA,NA,NA,NA,NA,915750000
"20191024R","R",15,"Closing-I",0.014134628,0.075519443,0.100409764,0.008664447,0.010316482,0.014843356,0.002680189,0.00254044,0.027969794,0.007895827,0.023932042,0.00484131,0.003768236,0.002789992,0.017373814,0.007182108,0.010002046,0.01937023,0.020677883,0.009647682,0.000449194,0.06131494,0.010945353,0.026247885,0.005619912,0.001976452,0.002360762,0.00143742,0.003967878,0.034962243,0.001397492,0.028453925,0.046601351,0.012597388,8.98387e-05,0.0006688,0.001172895,0.023402992,0.009607754,0.014508956,0.010695801,0.009472996,0.005410289,0.004616713,0.005889428,0.004756462,0.002355771,0.001667008,0.001592142,0.006393524,0.02119196,0.0034538,0.005535065,0.008619528,0.004826337,0.003843102,0.019445096,0.000908369,0.0006688,0.012248015,0.001167904,0.027720242,0.001212823,0.01792782,0.000938316,0.002211031,0.004466982,0.003174302,0.000394292,0.00158216,0.002001407,0.001347581,0.003149347,0.002939723,0.00254044,0.000274507,0.003458791,0.000509086,0.01687471,0.007955719,0.312333333,8.086666667,1219.333333,NA,NA,NA,NA,NA,NA,0.316666667,838131250
"20191025R","R",16,"Closing-I",0.017679326,0.065032169,0.069948639,0.011515021,0.021133334,0.007347253,0.002231129,0.003144544,0.030367313,0.012767848,0.024342765,0.003678618,0.003304267,0.001402567,0.01374615,0.007052763,0.011954259,0.015732704,0.021981861,0.01165977,0.000389325,0.040649473,0.005166037,0.023494237,0.007991135,0.002530609,0.00272028,0.001537333,0.005505448,0.020384633,0.001292757,0.039825902,0.048191388,0.00700285,4.49221e-05,0.000898441,0.001093103,0.018343175,0.02238616,0.019615966,0.006548638,0.016141994,0.012408471,0.009957723,0.008954464,0.004442293,0.002525618,0.000678822,0.001946623,0.009398693,0.014170414,0.005181011,0.008360495,0.010806251,0.008749819,0.006358967,0.027013132,0.001182948,0.000564021,0.016691041,0.00257054,0.013566462,0.001018233,0.019026988,0.002315982,0.001926657,0.00435744,0.003743505,0.000504125,0.002041458,0.00353886,0.001876744,0.002485687,0.00193664,0.006104409,0.000324437,0.006299071,0.000339411,0.017963833,0.013082302,0.282333333,8.09,1218,673,215,458,31.5,58.99269671,64.22984704,NA,687101250
"20191028R","R",19,"Closing-I",0.011488569,0.112727836,0.066383948,0.015060015,0.018606487,0.004330691,0.003181834,0.003186829,0.040329872,0.008936109,0.034910264,0.003466551,0.003766253,0.00162838,0.014085984,0.012282779,0.013666402,0.018087003,0.020719384,0.017272814,0.000879125,0.027392744,0.008346695,0.018686407,0.00659344,0.002827187,0.002737276,0.000479523,0.007947093,0.015714364,0.001213792,0.044785438,0.108327214,0.004415606,0.000144856,0.000624379,0.000289712,0.012712351,0.015419657,0.009485562,0.005179846,0.015764315,0.008646397,0.005739289,0.005794235,0.004380641,0.002032977,0.000274727,0.002412599,0.010604449,0.003546471,0.003496521,0.007317719,0.006413618,0.009265781,0.004045974,0.009785264,0.000939066,0.000504498,0.008711332,0.002517495,0.009735313,0.001278728,0.016383698,0.00159841,0.000399602,0.000459543,0.000469533,0.000164836,0.001338668,0.002507505,0.001373633,0.001908101,0.002317694,0.010524528,0.000134866,0.005194831,0.000289712,0.010484568,0.015554523,0.323333333,8.076666667,1184,NA,NA,NA,NA,NA,NA,NA,980875836
"20191029R","R",20,"Closing-I",0.010342176,0.136945188,0.060340178,0.030582078,0.020294834,0.006526907,0.00414486,0.006002557,0.062936958,0.008239783,0.04523391,0.003915145,0.003745356,0.003245975,0.029413527,0.011086253,0.010676761,0.029763094,0.024529583,0.013987655,0.000609245,0.027361072,0.015565699,0.017328513,0.00504874,0.004404538,0.003565579,0.000514362,0.007940154,0.011690504,0.001163557,0.031311174,0.070772242,0.003046223,9.48823e-05,0.000968799,0.000404498,0.008384603,0.015081299,0.006571851,0.00364548,0.010372139,0.008724182,0.005078702,0.003925133,0.00291139,0.002202269,0.000309616,0.001438217,0.015006392,0.004759099,0.002307139,0.004684192,0.004604291,0.005672966,0.003500659,0.005827774,0.001118613,0.000439455,0.005692941,0.002062443,0.011415844,0.000948823,0.016174943,0.00150813,0.000384523,0.000449443,0.000184771,0.000319604,0.001393272,0.001692901,0.001198514,0.001553074,0.001563062,0.007880229,0.000254684,0.003550597,0.000329591,0.008624306,0.009038792,0.328,8.076666667,1184.333333,731,298,433,29.75,55.01998071,61.78641312,NA,1008553953
"20191030R","R",21,"Closing-I",0.013627557,0.145558685,0.081885187,0.016254195,0.018196708,0.008833693,0.002951222,0.002856344,0.080581855,0.006756352,0.04529702,0.004514222,0.003081056,0.005807566,0.029447307,0.012808605,0.008159556,0.030261266,0.021592362,0.011585171,0.000394495,0.023989294,0.025452421,0.019854586,0.003190916,0.002846357,0.001897571,0.001178492,0.007600272,0.009817434,0.000853907,0.021452541,0.062460051,0.002486817,5.49297e-05,0.000544303,0.000569271,0.005807566,0.01119567,0.004903723,0.003375679,0.010990932,0.009308086,0.004449305,0.00272651,0.002262105,0.001438159,0.000314597,0.001383229,0.016448945,0.004044823,0.001697827,0.003495526,0.002751478,0.004993608,0.003096037,0.003670302,0.000704099,0.000329578,0.00410974,0.001607942,0.013917186,0.000754035,0.022536154,0.001078619,0.000798977,0.000878875,0.000434444,0.000594239,0.000938798,0.001043664,0.000833933,0.001113575,0.001348274,0.008209492,0.000209732,0.003550455,0.000419463,0.007430489,0.008529083,0.323333333,7.96,1186.666667,NA,NA,NA,NA,NA,NA,0.1,1107464144
"20191101R","R",23,"Closing-I",0.043514728,0.176010984,0.039995007,0.015511732,0.0167998,0.00666001,0.002336495,0.003609586,0.069196206,0.009700449,0.069096355,0.002980529,0.006804793,0.0022666,0.023674488,0.021168248,0.005911133,0.026400399,0.010499251,0.018287569,0.000384423,0.023689466,0.01439341,0.013275087,0.002456316,0.002865701,0.003849226,0.001118323,0.005541687,0.013414878,0.00119321,0.033849226,0.087403894,0.001707439,0.000169745,0.000868697,0.000439341,0.005621568,0.014378432,0.002666001,0.002281578,0.006200699,0.006844733,0.004058912,0.00200699,0.002920619,0.002985522,9.98502e-05,0.003065402,0.025811283,0.001328008,0.000938592,0.001907139,0.001737394,0.003305042,0.003944084,0.002116825,0.000808787,0.000649026,0.002076885,0.001218173,0.004737893,0.001283075,0.013924114,0.00089366,0.000773839,0.000773839,0.000319521,0.000324513,0.000838742,0.000688967,0.000673989,0.000903645,0.00210684,0.006789815,0.000194708,0.002641038,0.000778832,0.006380429,0.006405392,0.333666667,7.996666667,1179,695,282,413,27,61.12856552,66.63910707,NA,1552595526
"20191104R","R",26,"Recycle-10%",0.039082171,0.174903081,0.037883178,0.016271332,0.017954918,0.003791815,0.002368011,0.004865913,0.051686583,0.008208105,0.04700052,0.006994125,0.006534511,0.002073258,0.013688502,0.030674234,0.015906638,0.034615923,0.009566964,0.06646417,0.009721834,0.022541066,0.005525359,0.019053995,0.00341713,0.002807642,0.004531194,0.002308061,0.004426282,0.008762639,0.001978338,0.028735862,0.08132169,0.00152372,0.000264778,0.001433796,0.000839295,0.004031613,0.010436234,0.003826786,0.002812637,0.004066584,0.005400464,0.003936693,0.002208145,0.003387155,0.003492067,0.001703569,0.002622797,0.012759282,0.006674394,0.000804324,0.001883418,0.001343871,0.004401303,0.00397666,0.001913393,0.001433796,0.000549538,0.00217817,0.001723552,0.006134847,0.002228128,0.01896407,0.001513728,0.001268934,0.000919228,0.000894249,0.000679429,0.001149035,0.000614484,0.00077435,0.001029136,0.002532872,0.004301387,0.00034471,0.002038288,0.001468766,0.006029935,0.003956676,0.308666667,7.883333333,1199.333333,597,232,365,12.75,58.22378393,63.11919526,NA,2035044210
"20191105R","R",27,"Recycle-10%",0.064515165,0.136283927,0.043167869,0.023125822,0.019234985,0.006635846,0.002555697,0.006959667,0.075151449,0.011677494,0.0548902,0.015413893,0.008872703,0.001942928,0.008693356,0.025965486,0.010023514,0.025268024,0.017904826,0.030977243,0.003786218,0.025427444,0.002500897,0.032955044,0.002849627,0.005086485,0.006047985,0.002122275,0.005216014,0.012439719,0.002984138,0.035266629,0.04370591,0.00165398,0.00042844,0.001693834,0.001544378,0.003965565,0.010581483,0.002550715,0.004120003,0.002809772,0.005305687,0.005749073,0.002789845,0.003482324,0.00611275,0.001036228,0.004219641,0.017954645,0.004737755,0.000627715,0.001325176,0.001026264,0.003960583,0.002929337,0.002187039,0.001170739,0.000861863,0.001360049,0.001026264,0.010432027,0.001105974,0.028556056,0.001225539,0.001180702,0.001982783,0.002680244,0.001220557,0.001165757,0.000752262,0.000707425,0.001355068,0.001599179,0.002122275,0.000478259,0.00341756,0.000871827,0.008110478,0.002366386,0.330666667,7.89,1218,658,260,398,24,51.80724683,67.18349019,NA,1679728554
"20191106R","R",28,"Recycle-10%",0.017804184,0.053272989,0.092509981,0.01679734,0.012485857,0.00485478,0.001679734,0.004510858,0.059867316,0.004864749,0.02798726,0.010671545,0.004097155,0.001495312,0.00720242,0.008767514,0.007970014,0.012490841,0.046414491,0.014898294,0.000697812,0.016089559,0.001704656,0.052206333,0.003319593,0.003115234,0.001824281,0.000618062,0.008503342,0.011608607,0.001395625,0.053013802,0.1229346,0.001923968,0.000393766,0.00071775,0.000657937,0.008897108,0.009076545,0.003005578,0.006893389,0.002442343,0.00322489,0.003364452,0.008852248,0.001575062,0.003249812,0.000338937,0.000792515,0.010128248,0.005836702,0.000996875,0.003992484,0.002357609,0.010078404,0.001505281,0.003095296,0.00087725,0.000249219,0.001176312,0.000642984,0.029756713,0.000747656,0.070917673,0.000772578,0.000493453,0.000682859,0.000727719,0.000443609,0.001146406,0.00346414,0.002362593,0.004590608,0.00151525,0.002277859,0.000314016,0.013562482,0.000433641,0.005647296,0.002362593,0.237333333,7.853333333,1255.666667,663,332,331,20.5,57.17794987,62.52144225,NA,699500067
"20191107R","R",29,"Recycle-10%",0.027989936,0.076541365,0.070961313,0.014398525,0.010507436,0.00291458,0.00455372,0.00295942,0.04272725,0.006471863,0.038945769,0.010372917,0.007503176,0.003572229,0.004762972,0.023311661,0.030416262,0.022110953,0.013805645,0.029957901,0.001509603,0.031083875,0.003871161,0.058441073,0.003517425,0.002122412,0.003831303,0.000483272,0.0046434,0.008315273,0.001604265,0.069536407,0.088389009,0.001728819,3.98575e-05,0.001853374,0.0003637,0.013038388,0.009520963,0.011229853,0.014757243,0.004344469,0.003975787,0.003896072,0.001823481,0.00332312,0.002924545,0.000353735,0.002057644,0.010686795,0.004264754,0.000921705,0.001325262,0.003796428,0.003417781,0.00220711,0.003871161,0.000827043,0.000986473,0.003098921,0.001385048,0.007453354,0.00084199,0.044560696,0.001240565,0.000313878,0.000194305,0.000194305,0.00011459,0.001270458,0.000503201,0.000448397,0.000697506,0.000946616,0.004339486,0.000224198,0.001529532,0.000543059,0.00671599,0.013073263,0.323666667,7.77,1207,667,306,361,14,55.32794848,60.14655675,NA,1485823845
"20191108R","R",30,"Recycle-10%",0.014402769,0.087369151,0.130692161,0.032830134,0.00914137,0.003640589,0.003580744,0.010567683,0.035283791,0.005445922,0.026501494,0.007246268,0.006218924,0.003161827,0.007016861,0.011904228,0.00948548,0.018636824,0.054045293,0.016377664,0.00056853,0.011415491,0.005685303,0.069430522,0.002997252,0.006558047,0.003730357,0.001506107,0.004737753,0.008308522,0.001336545,0.030331593,0.060009874,0.001406365,7.48066e-05,0.001640759,0.000977473,0.003421156,0.005595536,0.004807572,0.008552891,0.004732766,0.004987108,0.004548243,0.002962342,0.002443683,0.00210456,0.00041393,0.001186932,0.008368368,0.008647646,0.00056853,0.001496132,0.001201893,0.002393812,0.002084611,0.0014313,0.001117112,0.000548582,0.001356493,0.000932589,0.03138886,0.000633363,0.081304827,0.001062254,0.001002409,0.001710578,0.002019779,0.00098246,0.001471197,0.001002409,0.000992435,0.001147035,0.001251764,0.002443683,0.000553569,0.002274121,0.000538608,0.008981782,0.003236633,0.384333333,7.716666667,1173.333333,1843,1120,723,10.75,59.45818414,65.92888667,NA,1730774391
"20191111R","R",33,"Recycle-10%",0.014692594,0.072913806,0.058301091,0.074346621,0.006789646,0.00276079,0.007194029,0.022011433,0.019615087,0.007039265,0.014647662,0.003379846,0.006460148,0.000963531,0.003998902,0.00868176,0.019125833,0.017183795,0.146431692,0.016020569,0.005017349,0.00901625,0.002041886,0.05821622,0.005371808,0.011926812,0.003699358,0.003804199,0.004463194,0.00650508,0.000873668,0.00769826,0.012540875,0.001173211,8.48706e-05,0.002765782,0.001922069,0.002755797,0.007982826,0.00276079,0.006869524,0.008377225,0.006584958,0.007683283,0.003719328,0.003404808,0.00309528,0.004533087,0.001532663,0.005077257,0.0374429,0.001797259,0.003844138,0.001138264,0.006015826,0.002920546,0.001877137,0.001762312,0.000823744,0.002326452,0.002815706,0.039729413,0.00089863,0.053213849,0.00240633,0.001827213,0.002051871,0.001248097,0.002855645,0.002606026,0.001842191,0.00232146,0.004138689,0.001308005,0.001867153,0.001188188,0.004283468,0.00077382,0.016120416,0.001612541,0.363666667,7.606666667,1189.666667,NA,NA,NA,NA,NA,NA,NA,2126588832
"20191112R","R",34,"Recycle-10%",0.020977206,0.056639456,0.089133168,0.072187737,0.006766197,0.001796335,0.038027424,0.028327212,0.012255,0.00527923,0.008732186,0.007858968,0.013188096,0.001965989,0.003722406,0.006606523,0.004939923,0.014460501,0.065561255,0.009899804,0.004151531,0.004765279,0.002729432,0.075276436,0.004909984,0.021201748,0.008662329,0.004580655,0.002474951,0.004900004,0.001786356,0.014904595,0.005658457,0.001561814,9.48066e-05,0.003517824,0.002050816,0.0016666,0.004590635,0.001911101,0.007619456,0.015084228,0.011217117,0.008058561,0.003557742,0.004001836,0.007205301,0.001052852,0.003133607,0.002839208,0.010049499,0.001806315,0.00362261,0.001372201,0.009510598,0.003098679,0.001526885,0.002005908,0.007125464,0.002549798,0.004216399,0.038795856,0.000748473,0.09742625,0.003557742,0.001152649,0.001002954,0.000753463,0.004705401,0.002634625,0.001571794,0.001521895,0.002699493,0.000888188,0.001521895,0.001287374,0.004959882,0.000753463,0.00891681,0.001791346,0.346333333,7.546666667,1201.666667,739,308,431,6.5,61.47365507,69.48897296,NA,1208647950
"20191113R","R",35,"Recycle-10%",0.044003331,0.056553629,0.158815874,0.070455191,0.005001172,0.00248812,0.03594561,0.028197035,0.012515395,0.006631663,0.00670147,0.007185133,0.015437316,0.002263741,0.002991728,0.007085409,0.003096438,0.011852229,0.009015073,0.007918106,0.00318619,0.004148529,0.004457675,0.047114728,0.004971254,0.02788789,0.007095381,0.005160731,0.002518038,0.006192877,0.00154074,0.014001286,0.003216107,0.002607789,0.000119669,0.00392415,0.001515809,0.001785064,0.003375666,0.001455974,0.029004802,0.02503079,0.020418543,0.011902091,0.004407812,0.005514752,0.018124885,0.000762891,0.006277642,0.001994485,0.002333548,0.001391153,0.002911948,0.001286443,0.008007858,0.003709743,0.001251539,0.002657652,0.012979113,0.003255997,0.004811696,0.018598575,0.000852642,0.046331892,0.004283157,0.000897518,0.000443773,0.000169531,0.005744118,0.003216107,0.001361236,0.001121898,0.001999471,0.001161788,0.001670381,0.001670381,0.003904205,0.001007215,0.010735317,0.002727459,0.329666667,7.583333333,1199,NA,NA,NA,NA,NA,NA,NA,1345475424
"20191114R","R",36,"Recycle-10%",0.020333031,0.122382297,0.086480231,0.052638405,0.004918638,0.003057936,0.024348754,0.02465804,0.018671868,0.007293153,0.019684529,0.004250182,0.008829604,0.001641209,0.004734064,0.015559059,0.003127775,0.012136964,0.031746665,0.012002275,0.002633916,0.005387555,0.00730313,0.048752382,0.003726392,0.016970797,0.004953557,0.010625455,0.002404446,0.004499606,0.000937834,0.021829574,0.001626243,0.003486945,3.99078e-05,0.003791242,0.004120482,0.001641209,0.003571749,0.001137373,0.011194142,0.016621604,0.020572478,0.02135068,0.004000758,0.003761311,0.010924764,0.000498848,0.003222556,0.002998074,0.004265148,0.001336912,0.002903293,0.00104758,0.011697978,0.00173599,0.001012661,0.002713731,0.007652323,0.001860702,0.006689547,0.014451617,0.00137682,0.053182149,0.006011114,0.003322325,0.003337291,0.002963155,0.006749409,0.002539135,0.001496543,0.002025322,0.004893696,0.001566382,0.001381808,0.001561393,0.007492692,0.001875667,0.033557482,0.001820794,0.307,7.58,1182.333333,NA,NA,NA,NA,NA,NA,0.1,1166238696
"20191115R","R",37,"Recycle-10%",0.012526877,0.114737415,0.036293521,0.0430733,0.004519853,0.002259926,0.045428014,0.041177556,0.026889633,0.005956627,0.027907348,0.004070861,0.014272957,0.0012472,0.008545815,0.013255242,0.004330279,0.012227549,0.053130722,0.010651088,0.000843107,0.006600183,0.004290368,0.039546219,0.006131235,0.019186925,0.009199347,0.010995316,0.001875789,0.005791997,0.001341987,0.043966296,0.001177357,0.002943392,4.48992e-05,0.007687741,0.004679495,0.002200061,0.002778762,0.00191071,0.003422317,0.01829393,0.015934228,0.014811748,0.00582193,0.004983811,0.010905517,0.000453981,0.003601914,0.002838627,0.01089554,0.002234982,0.005318061,0.001431786,0.014721949,0.002823661,0.001835878,0.003656791,0.012062919,0.002234982,0.008635613,0.006854611,0.001631338,0.035225918,0.004814192,0.002020464,0.002100285,0.001596416,0.009119527,0.004644573,0.002589187,0.002419568,0.005747098,0.002100285,0.00083313,0.001920688,0.007059152,0.001551517,0.021611482,0.001711158,0.304,7.57,1188.333333,696,386,310,8.25,62.9039402,68.63080188,NA,1360317084
"20191118R","R",40,"Recycle-10%",0.008755834,0.220900315,0.029578364,0.009802944,0.009134788,0.004552435,0.004577366,0.014674498,0.035900913,0.00968826,0.050091747,0.004073756,0.003550201,0.003345766,0.020817544,0.022393195,0.007065499,0.017526627,0.045499422,0.022951653,0.001072041,0.008556384,0.01939148,0.028202162,0.004103674,0.006841119,0.002029399,0.014554829,0.003265986,0.006561889,0.003071523,0.018269576,0.000428816,0.004098688,9.97248e-06,0.00255794,0.004667119,0.002577885,0.010366389,0.002124137,0.002767362,0.011059476,0.011458375,0.015517173,0.004153536,0.004163509,0.003844389,0.000403885,0.001042124,0.007743628,0.012944274,0.001745183,0.003849376,0.001615541,0.01027165,0.002697555,0.00201444,0.002198931,0.001002234,0.002892018,0.00465216,0.00709043,0.002084247,0.028925167,0.003335793,0.004567394,0.006153018,0.004891499,0.005300371,0.002916949,0.001859867,0.002308628,0.00736966,0.002243807,0.000867605,0.001116917,0.00608321,0.002807252,0.030490845,0.002178986,0.304333333,7.503333333,1220,NA,NA,NA,NA,NA,NA,NA,1038158328
"20191119R","R",41,"Recycle-10%",0.009508329,0.185070876,0.024032589,0.025847498,0.009977014,0.00341542,0.003963881,0.014324819,0.037943568,0.007139972,0.049815268,0.004512343,0.003844217,0.003026511,0.017161861,0.02180384,0.012121001,0.013856134,0.088501753,0.026510638,0.000603308,0.013402406,0.01406056,0.02998589,0.004402651,0.007843,0.002468077,0.011128784,0.003325671,0.00481649,0.002807126,0.016538609,0.000304147,0.00270242,2.99161e-05,0.002478049,0.004322874,0.002692448,0.007234707,0.003604888,0.002547853,0.009762616,0.008501154,0.009448497,0.004936154,0.003101301,0.003684665,0.001156755,0.001221573,0.00705521,0.026041952,0.00223872,0.004522315,0.00198942,0.008206979,0.002069196,0.002353399,0.002597713,0.001460902,0.003121245,0.003305727,0.012116015,0.00275228,0.034842267,0.002378329,0.003874133,0.003714581,0.002193846,0.00435279,0.003046455,0.002323483,0.002672504,0.007384287,0.003375532,0.000987231,0.001386112,0.005549434,0.002707406,0.021589442,0.002034294,0.315666667,7.553333333,1231,637,276,361,13,63.61908277,63.84116749,NA,1438156854
"20191121R","R",43,"Recycle-10%",0.006776292,0.169137658,0.052607399,0.013867181,0.007475394,0.005792557,0.00246683,0.01584464,0.048862212,0.010940941,0.047553893,0.012239273,0.004179629,0.001877587,0.009078334,0.028413489,0.010626345,0.013707386,0.032318471,0.029676865,0.001208447,0.023374963,0.003255816,0.051269119,0.003780143,0.004813814,0.002461837,0.006726357,0.002172209,0.007864894,0.001443146,0.064582012,0.001413184,0.003435585,2.49679e-05,0.002806394,0.003305752,0.004289488,0.003780143,0.003405624,0.005617781,0.008199464,0.012643753,0.014895859,0.003255816,0.003904982,0.003695252,0.00013982,0.001108575,0.004688975,0.005428025,0.001083608,0.002247112,0.001567985,0.006157088,0.003076047,0.002806394,0.002371952,0.000798973,0.001977459,0.005492942,0.00606221,0.001518049,0.038395662,0.003515483,0.002067343,0.00260665,0.00193751,0.003006137,0.003899989,0.001473107,0.001293338,0.004164648,0.002416894,0.00133828,0.0009338,0.004289488,0.001428165,0.033796571,0.002307035,0.303666667,7.596666667,1241.333333,NA,NA,NA,NA,NA,NA,0.2,1265630451
"20191122R","R",44,"Recycle-10%",0.010918119,0.193789136,0.080096119,0.007428309,0.006047342,0.005498943,0.003624417,0.005623579,0.031866949,0.013221394,0.028372153,0.031223826,0.004152874,0.008749452,0.005483987,0.032659634,0.023381725,0.012538388,0.027629322,0.031079249,0.003624417,0.015768955,0.03283911,0.050721892,0.004122961,0.007911897,0.001645196,0.004651418,0.003539664,0.006266701,0.001954293,0.004726199,0.000802656,0.002732022,0.00016452,0.001425837,0.002373071,0.007991664,0.00529454,0.003704184,0.006914809,0.005369322,0.007343557,0.006994576,0.004262553,0.003420014,0.004691301,0.004172815,0.00185957,0.007837116,0.016083038,0.001874526,0.002557532,0.002288318,0.003699198,0.004297451,0.002133769,0.002288318,0.001316157,0.002831731,0.001660152,0.036124516,0.000987118,0.024977067,0.00191441,0.002642285,0.001724963,0.000668049,0.003569577,0.002178638,0.001191521,0.001435807,0.00191441,0.001585371,0.000822598,0.001321142,0.002397998,0.000937263,0.013440753,0.00225342,0.305666667,7.563333333,1219.666667,708,370,338,10.25,59.81164093,62.26302393,NA,1461887721
"20191125R","R",47,"Recycle-50%",0.005497002,0.13823387,0.066727911,0.02098946,0.00498275,0.004498455,0.004064087,0.019376807,0.058819418,0.007489103,0.031963493,0.035313619,0.004698164,0.004348673,0.010379897,0.025283213,0.003425017,0.017988826,0.0228867,0.013740008,0.000674019,0.015981747,0.003524871,0.048873888,0.003474944,0.00573166,0.002666121,0.007484111,0.00303059,0.0043986,0.00111338,0.078760404,0.019361829,0.001802378,8.48765e-05,0.002741012,0.00353985,0.002191811,0.004183912,0.001777414,0.00863244,0.010784309,0.019581509,0.017409669,0.002741012,0.002326615,0.003969225,0.00021968,0.000983569,0.005112561,0.002341593,0.000938634,0.002066993,0.001148329,0.005422111,0.001647603,0.003634711,0.001872276,0.000933642,0.001472857,0.004847946,0.002696077,0.001288126,0.031948515,0.003619733,0.002671114,0.003370097,0.003345133,0.003899326,0.003190358,0.001013525,0.001053467,0.002361564,0.001667574,0.002057007,0.000728939,0.003430009,0.001183278,0.025432995,0.002271695,0.318,7.626666667,1214.333333,727,372,355,9.25,56.96221506,58.00203631,NA,1067762703
"20191126R","R",48,"Recycle-50%",0.007449468,0.110334952,0.058068926,0.071705494,0.008083147,0.003861948,0.00890643,0.034562936,0.060673496,0.006760904,0.026834051,0.03390431,0.010098944,0.004171303,0.008731794,0.020671899,0.005169222,0.019030322,0.014859019,0.014988748,0.000793346,0.015118478,0.003986688,0.030705978,0.006546351,0.013167546,0.007065269,0.008237824,0.005613296,0.003372967,0.001392097,0.038165425,0.01385611,0.002290225,0.000763408,0.005593338,0.004720158,0.002629517,0.005618286,0.002519746,0.008447387,0.009934287,0.015263176,0.015303093,0.006112256,0.00284906,0.00668606,0.000224532,0.001327233,0.005957578,0.002275256,0.001446983,0.002789185,0.001990849,0.005174212,0.001596671,0.001990849,0.004685231,0.001666525,0.002160495,0.004485647,0.003567562,0.002135547,0.026903905,0.003812052,0.00321829,0.003697291,0.004360908,0.00581787,0.005867766,0.001741369,0.002210391,0.003647395,0.003762156,0.001960911,0.001761328,0.003891885,0.001930974,0.025402037,0.002385027,0.400666667,7.58,1364,803,284,519,10,64.1380873,60.59152706,NA,675216585
