"Sample","Reactor","Time","Phase","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80"
"20191206R","R",58,"Recycle-50%",19955137.425496,142542279.884764,282084767.100587,351197358.903619,24963485.3347406,7486436.25587959,81789975.2240669,126930319.120996,120187308.324115,11816571.4198538,38762526.3869105,15233725.979152,19694283.9581032,3195430.81012604,23972247.9061029,15233725.979152,80603099.6542443,24324399.6952113,192182311.478865,30519620.5617989,1069491.6401198,24298314.087224,8881991.46464098,42857893.6914792,18507411.0007602,97323679.1638732,45909857.5763947,16720579.5096289,16629281.1879133,5569179.33729168,3795389.34391426,68251785.0268102,39936357.8464997,2073767.95403177,26085.1377409168,11060101.8506217,6156093.76084652,6312604.79629039,12638253.7028141,13186041.0206279,22276714.7366872,7069074.36552247,4225792.73202524,6103925.15735158,8881991.46464098,2791110.41752277,11529634.9569533,2843281.63349723,1486853.53047693,13068657.0909251,33988943.724592,2856323.13125108,5086602.12072672,2125939.17000623,3508452.88101376,2412875.63290673,3104132.48841049,7473394.75812574,2882408.73923831,2973707.06095386,1539024.74645139,10107994.1402046,2634599.38207891,75816475.494172,1434682.31450247,4851836.87380069,5047475.01498563,8177693.11138336,21976734.1635533,8986333.8965899,3443240.16728545,3025875.6644488,4225792.73202524,4669240.23036959,1186872.95734306,5947414.12190772,2517215.45237613,3938856.26912474,34001987.8348254,3078046.88042326
"20191209R","R",61,"Recycle-50%",14202452.9585971,398393290.204287,415407248.647226,193791018.084319,96663631.9570151,15912544.1028657,9188118.79410873,52027353.3035538,263412020.366437,22086262.2415861,86837852.9931222,18521157.3191425,14651712.5431105,5014334.16448834,37143762.2238082,33303303.7163462,17550173.9301812,33854010.8863828,46375356.0663,22781892.0455291,724616.072513019,35984378.2495761,14724176.763045,15521251.2495298,8840300.98915592,26318013.602384,10985162.9381249,10811254.0356485,34230809.153943,11535870.1081615,4623044.21413376,69287679.062941,207776087.092057,3623074.55660244,86953.8706419357,6507041.35789749,7130209.84488727,8434516.45302564,28883151.7702776,8202640.81937177,28926626.8186607,6086765.13897284,5565041.33452496,8188149.1365774,5260704.38391792,4912889.48194644,9246085.5252862,231876.794846407,2144859.04598766,37795914.0763867,4956367.43331087,1579660.19315668,2492673.94795914,2463690.5823704,2086892.31481019,3956397.77577955,1898491.72953942,5796919.87116016,1014461.34032569,2782522.11875314,898522.072008093,3173812.06910773,3202798.33767779,40346560.5614859,1043444.70591443,7695411.60069958,11463408.7912084,34940930.6406804,7941778.91714783,6985287.21098093,2014428.09487569,2043414.36344576,3333229.28878976,7492519.33263445,2594121.53348237,3115845.33793025,1681107.77867991,2695566.21602428,52969350.423945,3014397.75240702
"20191210R","R",62,"Recycle-50%",11239577.2789528,233190245.750125,195664429.112386,134965760.118798,68180708.1236979,9422746.48284693,20241147.4398689,54314986.2267757,120125555.106363,12808658.2706421,46271379.7703731,14501614.1645397,9819144.51549059,2857379.97465514,17317701.4021769,20488897.2442854,12742590.5531826,23668351.964682,24254692.6169935,19018916.1743627,512015.710986522,19274924.8570673,9497071.42417188,6119416.86024208,6796598.55603203,31728474.5232382,14319930.42316,9711787.3698586,18886782.3938663,8060122.55855618,2997770.97901692,25881582.4478543,93244716.2169777,2353621.48753402,189940.965245072,4137420.07933282,4575110.84899439,5723017.17317568,17771909.9284148,3980511.31839479,14394255.364485,2477496.38974227,2692212.33542899,3451979.50525474,4137420.07933282,3972252.44010666,6862666.27349158,156908.099168934,1527789.90909417,18259150.6589596,3435461.74867849,1081840.26114447,1453464.96776922,1593855.97213099,1189199.0611992,3195970.82255012,751506.637114894,4005286.29883644,1081840.26114447,1040549.1785493,437690.769661572,1725989.75262737,1899414.61571892,14732846.21238,536790.691428172,5012801.61865596,6936991.21481653,17458094.0609615,8572138.2695427,4831117.87727628,1329590.06556097,1453464.96776922,1940705.69831409,4608143.05330143,990999.217666,1866380.75698914,949706.480648094,1709471.99605112,20662322.107377,974481.461089744
"20191211R","R",63,"Recycle-50%",34338004.3077942,301637733.074925,137127641.115709,59557499.8298772,90090140.7589619,8992859.3840721,11622507.6011995,30092870.7211921,123898624.772389,21117962.7932652,64224452.1682267,19502477.4237904,8095367.51214168,3329692.05708939,15463768.4965107,33826433.6710094,23568112.6360065,19331955.6767584,41491005.8040497,35370118.611592,1678307.37244999,26467007.5154315,4684901.99593185,6300385.56684372,5537519.72390647,17671596.1633278,10733992.3566231,7610723.16029327,13273890.487276,10249346.2062118,5492643.78138779,83897453.1376121,132209391.772644,3096342.91139346,44874.5036683768,3060443.59622882,4918251.14162778,6390135.65331821,17231825.9554352,8615912.97771761,9818550.82711036,3069418.42501998,3643812.86334287,6183712.79255864,5797791.557413,4631053.02318489,8633862.63529993,439770.207892608,2064228.60759564,15140672.8614661,6273461.08047024,1274436.47972202,1965505.49089288,2037304.12122216,1839856.08925376,4666952.33834953,3015569.45227302,3966910.2969504,1023139.47500666,1283411.30851318,906466.70072158,762867.641500136,2091153.09396912,12062277.8090921,1050063.96138014,5519570.06632415,8247941.40015428,26404183.7138934,4747727.59603286,4981074.9431659,1821906.43167144,2324502.23966505,3769462.264982,4963125.28558358,1418035.53894347,1211612.6781839,1570609.42695607,1148788.87664578,31116011.9947616,2019354.46363984
"20191212R","R",64,"Recycle-80%",186910808.164699,484508639.779536,272522619.600629,101690161.019214,127466776.847371,14149487.7441064,23874729.8118388,77613103.0802116,96969170.4848527,31738553.6499934,81996883.6714799,21770515.668357,15849042.9316264,4289358.45717522,15134149.8554306,59781243.9620554,36054887.9300275,29782713.2863225,14230417.914318,99801764.2651425,3884702.2028481,38361430.2006729,7836845.3136609,10183852.6694121,12773655.9390673,31455292.6509835,13394126.8811701,21918889.4481679,15997416.7114374,18330937.5065765,6622876.55067955,37376765.3877141,123312305.609395,5449372.87280397,283258.297375086,6555432.94108012,9320585.81340524,10601998.185986,18236515.3724834,8268480.09248169,31846462.3446986,4410756.41412725,6487992.03311543,9954548.71938958,10426648.5833161,8646160.52394987,12638768.7198684,472099.863926548,2765152.87232512,17494646.4734286,9158722.77134745,2508870.39780896,3965632.37305963,3938656.5502007,4194939.02471686,9779196.41508495,1321877.45768654,7971732.53285977,1996305.44877665,2441426.78820953,1861420.93121252,1375831.80503914,5166114.57542888,12989470.626843,1793977.32161309,10116411.7614474,9995013.80449535,21676096.2358986,13731342.2275325,12261090.990035,4478197.32209194,5139136.05093522,7998708.3557187,11087587.3121594,1429786.15239174,2724687.78721935,4302847.71942205,3749814.98364924,39157253.4470803,1605138.45669637
"20191213R","R",65,"Recycle-80%",101570390.199962,597200049.114209,205585238.189159,133364022.713193,119668785.336451,27484490.0665928,5656728.75468826,52806574.5620568,247767821.800569,48748146.9422855,108574705.262701,29803592.0120893,12645371.9824172,5484363.68470075,21702405.4681664,108276981.209585,51427647.7233768,46742437.7455245,20777899.0569697,96101698.3502712,7960158.86517495,80024681.1061635,6941637.14086969,14212332.5867046,11940239.8674574,22893295.4018492,8132527.07455248,25149719.4254765,16656790.3759393,30822116.8757846,8336229.53577952,65028866.6476202,117145980.929727,8226542.3876611,62678.5497470952,8430247.98827816,14243673.1173342,15779293.190992,21561377.7894184,11266448.2831272,21655396.241917,6283511.11276918,7255026.75021514,10529975.6375378,9997208.59256552,10686672.0119056,11376135.4312456,673791.58433025,2726510.00734058,21608387.0156677,8821987.3545025,3212267.82606356,5014274.56159754,5280658.08408369,5264989.38846392,11219439.0568779,2068387.1186301,9198058.02510706,1316245.77742097,3353295.50481154,2726510.00734058,1300577.0818012,6142486.57341124,14384697.6566921,2460129.62424446,15481572.2772663,16296391.5403445,32263721.6363337,12378988.4599311,12739390.4349159,5092621.17908639,6534225.93963557,11438813.3531147,15465900.4422565,1833344.12677351,3635347.72291745,6252173.72152965,4371820.36850682,47134177.1117488,2334770.64111625
"20191214R","R",66,"Recycle-80%",89504507.7057387,735685992.24299,205191087.152497,236388271.755144,130071555.202592,26021450.0981297,25878672.5225855,65303488.6850382,260749915.995417,57254329.9888331,126859029.351048,54416597.5085194,19578554.3276963,9369862.89420636,30090648.556303,100373547.661547,45475070.9176279,107441103.819607,22219962.7236987,110350223.299351,10940430.5319216,79402902.1364185,14724070.2623243,9155694.74254893,16615891.9158667,30947321.1629327,16598044.2718384,30179883.1997624,20667242.7300118,23219412.9058726,9369862.89420636,27520627.1597317,90771668.971655,6960470.29388973,303404.941126062,9762503.90946462,12189747.7304917,15152406.5656391,29644464.6089599,12528845.8136651,30893778.2308478,6121645.33128831,5389902.65617452,9940980.34974762,12261134.7299228,9137847.09852063,13349823.1322382,1356399.48605778,3890725.59457251,29269667.6610477,8887983.6588066,3283912.85097465,5157886.86048879,4818785.20063326,4908023.42077476,13528299.5725212,2516478.46448643,13813854.7236097,2409392.60031663,4051350.81414504,2141681.5165743,2088142.16117157,9798199.19752122,10137300.8573767,1981056.29700177,13153502.6246091,12528845.8136651,18007986.6899811,12457455.2375519,16651587.2039233,6139492.97531661,6657063.9220908,10476398.9405501,23736987.429329,1784735.78937264,4265518.96580247,5157886.86048879,8423952.06743514,40049472.9733968,2034599.22908667
"20191215R","R",67,"Recycle-80%",64073748.5650328,588338757.718958,150738908.442909,374192181.253232,115658393.305042,24053095.5797894,84074826.0512225,119802927.427688,336428819.968911,62612060.5888403,107295314.462061,79190197.0794248,42055916.6023452,17225719.0199363,34025879.885095,98488183.1606842,41426835.795104,97211516.1148446,13377223.5788001,75397206.8046205,5495208.05692825,80355846.3741074,15079441.3609241,4366562.20646694,38466452.6892511,60687814.7228955,43369583.3831594,23220488.4108381,23960586.9692363,26458408.4760903,9917275.42972708,22813435.6874177,83242218.8822712,8918149.05253343,296037.939660631,13173697.21709,9232689.45615401,17651273.4654673,30917479.2931104,14154321.872173,21999333.9498236,9195682.30268614,7733994.32649361,10620366.8346574,22110347.991734,13247704.1055325,20556147.6957417,1054635.25277216,5476706.33481761,26754443.4483537,9047664.81655447,6901387.15754226,11415970.5593875,7808004.92418275,8437085.73142393,12655630.4517592,4033520.08073572,15005430.763235,4921632.41601897,6216801.18396919,3552456.75962622,1517196.85177103,10361335.3066153,5106657.05561852,2867870.78605315,6290811.78165833,5365692.29290721,4977141.29159748,16689150.5324949,24441646.5810992,8603608.64891284,8437085.73142393,11545486.3234085,20352621.3340315,1868740.69961288,4274049.88666717,7585976.84036194,7437959.35423027,33748346.6349423,2368305.74283302
"20191216R","R",68,"Recycle-80%",65379090.8002857,138980168.918699,73807423.1048992,457050476.5128,107330276.849147,22777127.5884197,55903170.4089418,114060243.904026,332371487.983091,47776416.0594339,72045567.0900917,78712043.3798977,50839823.2212619,21110510.9002098,25491338.7213376,64998149.3888393,46347886.5612572,85267414.0098157,31157841.8192288,32776843.6126232,1968197.82230443,82330988.3781328,12983756.550702,7666449.4817208,37871936.1828393,95870285.9442306,106441412.496109,7333122.96508999,32633992.5701988,25300866.42612,17142369.8730647,47125642.0754181,67791720.799109,8809273.71605993,95235.5118110364,17586802.0495836,1841216.29215935,26729399.1032855,40236948.1078582,23062836.0312461,8348968.84827289,10333039.3618454,7126781.15759308,6999799.62744801,28634106.1605174,11110794.8760063,40538529.2419528,444432.176518914,6523625.24738167,41601990.0199512,9428302.31753948,7253762.68773815,12872650.8908139,11507608.9787208,10174312.4491641,14809103.330582,7793427.83287703,16888406.8127745,3222130.8955205,8666419.49464673,3587199.61569874,761882.822892756,6142680.65694645,7412486.42143066,2476120.76389588,380941.411446378,31745.128217161,0,18856604.635079,22094608.2218676,8602928.72957419,8190241.93559155,9348938.86119881,6682348.98107417,1857088.98342749,6777585.12868297,7380741.03889439,3364985.1169337,15094808.5944196,4079249.86602206
"20191217R","R",69,"Recycle-80%",80141347.6930609,336390258.199778,221161645.015956,401398313.302868,232165823.983841,24062742.9707485,60858606.0777064,118177975.982326,273477263.012678,71862789.1200058,87504589.024878,221832880.375807,87545267.9803043,58092306.7274504,30531006.5390409,82826285.0580497,58946605.5355488,75198618.2927178,29737730.2384965,63604565.9502494,5695322.67104656,88460589.2959568,39338415.9791255,19526827.5711561,59353415.4618849,75585088.7413407,56688817.5746092,9722730.75573714,36307691.1953547,24306828.9265501,16048609.8312082,54308984.5985614,97593446.6771103,9824436.29313211,183063.855689041,19404782.556048,3376512.20255287,30063174.1051508,42064036.3739553,21113380.1722449,43630253.5717455,10393966.115588,6976770.88319422,7627666.76533193,34355007.6233561,14217971.2743178,41677569.999747,2095063.9904052,8217540.13991558,31344622.3172984,14726482.6636343,9132857.38115348,14604437.6485262,13180609.0179718,9397286.88908288,17452098.9840494,5430897.23753176,26117128.0057274,4942729.40034308,8176857.11007467,3132430.32116583,3722299.62133487,8034476.691668,14868863.082041,2318810.46849369,1159407.27145415,264425.840956255,81361.5778257534,16740184.6687723,37467098.4668088,11939839.7612505,11736436.8352897,11085540.953152,10963500.0124585,1789959.6014641,8380264.11045001,7078476.42058919,5390218.28210546,18428442.807256,3783322.12888894
"20191218R","R",70,"Recycle-80%",73732624.2846469,626799154.876218,193129779.856467,285793475.020106,216208441.299273,19772907.7523397,13921113.5466958,54308770.0422299,200480458.165028,108597001.954306,131018620.28505,619571672.408512,80919038.7270615,88824094.2019667,38190665.3727714,54924745.1290018,30039218.2161543,45561873.57647,19464918.1501997,41434817.0253021,3593209.2799613,48970289.0951473,46075190.9525393,8254113.1023359,24557007.4155703,28293942.4315249,21271787.737749,8726362.45311455,29115249.4097343,19505986.1754904,12524895.3894971,37287230.5789968,106215221.187768,6406175.4894959,184793.349533195,15173601.8503931,5461676.7879386,16015438.7237398,46403710.4498167,8171981.16926255,34166270.6498142,5974990.0464999,5153687.1857986,9260209.7243212,14927210.1686811,10861755.6554492,22216290.5568144,1642609.83891065,8685294.42782385,42276653.8986487,7186414.44241455,3819066.94902795,6303513.66128525,6549905.34299725,4373448.23287995,21189659.9221837,1765805.67976665,13407796.1706265,4660903.8223746,2977230.0756813,1889001.52062265,2155923.09747195,6324043.55642255,9835120.9033105,2053261.2692613,3962796.8025293,3593209.2799613,4701967.73015725,6406175.4894959,19937171.6184864,6385641.47685055,6714165.0916359,9506601.4060332,14331764.9770464,1745271.6671213,4845697.5836586,4250252.39202395,4619839.91459195,47307145.2435913,2135393.20233465
"20191219R","R",71,"Recycle-80%",75933794.6563284,807370112.019911,230692332.378331,277053588.223124,203825082.392433,25567648.884864,23817166.3128903,52196195.9752691,173244688.687141,131498339.503621,164571843.459103,1200645107.71819,87311928.710003,139508124.685272,39571504.1323448,75376821.2335113,46626477.732024,76676422.3345454,8142396.12526681,69382745.8393732,7505855.07061873,59304212.8867327,60709905.9396444,2970516.0411768,25859395.0921415,27371174.7686221,23419328.1537353,14401693.4066359,36282722.8921525,27212039.5049601,15409548.3003925,14322125.7748049,163802696.789148,8434142.33254433,1564822.98826513,15621726.875839,8354574.70071332,20104022.5934965,58482017.5766847,9203294.33080791,33550909.7464688,8407618.01249781,9044159.06714589,12306421.3156002,15860429.771332,14666920.6221754,21085353.1672065,2307455.99479075,10025489.640856,63123448.5580041,9229813.32254587,4986220.50038147,7558898.38240321,7373244.12700323,5437101.97132101,25620692.1966485,1777006.8920202,13499930.4647568,8540228.9561133,3819235.67127139,2387023.62662176,1246557.78924965,7028449.27963266,5039269.14047452,1670914.94014266,6444956.86507762,5596237.23498303,6206253.96958459,7558898.38240321,20607947.3762205,7532379.39066525,7824125.59794277,11272042.1017971,18380064.3415693,3262262.24845432,4508820.03770397,5357534.33948999,5357534.33948999,48774798.4631527,2917472.72939231
